Begin Time (s),End Time (s),Sound_Type,Filename
213.4375,213.54999999999998,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
213.54999999999998,213.9625,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
213.96666666666667,214.125,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
214.12083333333334,214.54999999999998,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
214.54999999999998,214.8125,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
214.8125,215.1,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
215.1,215.35,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
215.35,215.5875,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
215.5875,215.88333333333333,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
216.12916666666666,216.34583333333333,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
216.34583333333333,216.67916666666667,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
216.67916666666667,216.91666666666666,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
216.9125,217.2,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
217.2,217.4625,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
217.4625,217.70416666666665,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
217.70416666666665,217.975,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
217.975,218.20833333333334,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
218.21666666666667,218.49583333333334,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
218.74583333333334,219.04999999999998,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
219.04999999999998,219.29583333333332,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
219.29583333333332,219.57083333333333,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
219.56666666666666,219.86666666666667,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
219.87083333333334,220.17083333333332,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
220.17083333333332,220.475,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
220.475,220.76666666666665,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
220.76666666666665,221.08333333333334,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
221.40833333333333,221.70833333333334,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
221.71666666666667,222.02916666666667,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
222.05833333333334,222.37083333333334,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
222.36249999999998,222.70833333333334,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
222.70833333333334,223.04166666666666,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
223.04166666666666,223.4375,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
223.4375,223.74166666666667,BACKGROUND,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
223.74166666666667,223.95416666666665,A,/Users/mac/data/beetles/extra_beetle_songs/audio_2020/trial12_M89_F73_062120/trial12_M89_F73_062120.wav
